URL,Product_id,BrandName,Category,Individual_category,category_by_Gender,DiscountPrice (in Rs),OriginalPrice (in Rs),DiscountOffer,DiscountOffercleaned,SizeOption,Ratings,Reviews,standard discount,,                            Myntra Sales Analysis,,,,,
https://www.myntra.com/tshirts/roadster/roadster-women-mustard-yellow--black-printed-round-neck-t-shirt/12193806/buy,12193806,Roadster,Western,tshirts,Women,,599,50,5000.0%,"XS, S, M, L, XL",4.3,978,,,,,,,,
https://www.myntra.com/tshirts/dressberry/dressberry-women-grey-melange-printed-round-neck-t-shirt/2522852/buy,2522852,DressBerry,Western,tshirts,Women,,899,55,5500.0%,"XS, S, M, L, XL",4.2,978,,,,,,,,
https://www.myntra.com/jeans/wrogn/wrogn-men-grey-slim-fit-mid-rise-clean-look-jeans/1700734/buy,1700734,WROGN,Bottom Wear,jeans,Men,1449,2899,50,5000.0%,"28, 30, 32, 34, 36, 38",4.2,977,,,,,,,,
https://www.myntra.com/shirts/roadster/roadster-men-grey-printed-regular-fit-casual-sustainable-shirt/10740976/buy,10740976,Roadster,Topwear,shirts,Men,714,1299,45,4500.0%,"38, 40, 42, 44",4.1,977,,,,,,,,
https://www.myntra.com/shirts/roadster/roadster-men-blue-pure-cotton-sustainable-casual-shirt/11326046/buy,11326046,Roadster,Topwear,shirts,Men,,1299,,,"38, 40, 42, 44, 46, 48",4.1,977,,,,,,,,
https://www.myntra.com/kurtas/moda-rapido/moda-rapido-women-white--blue-printed-straight-kurta/2000035/buy,2000035,Moda Rapido,Indian Wear,kurtas,Women,719,1799,60,6000.0%,"XS, S, M, L, XL, XXL, 3XL",4.3,977,,,,,,,,
https://www.myntra.com/kurta-sets/vishudh/vishudh-women-turquoise-blue--gold-toned-printed-kurti-with-palazzos/9673749/buy,9673749,Vishudh,Indian Wear,kurta-sets,Women,1112,2649,58,5800.0%,"S, M, L, XL, XXL",4.3,977,,,,,,,,
https://www.myntra.com/tshirts/herenow/herenow-women-white--pink-striped-v-neck-pure-cotton-t-shirt/10297291/buy,10297291,HERE&NOW,Plus Size,tshirts,Women,402,1149,65,6500.0%,"XS, S, M, L, XL, XXL, 3XL",4.1,977,,,,,,,,
https://www.myntra.com/tshirts/ether/ether-women-navy-blue-solid-high-neck-t-shirt/11900306/buy,11900306,ether,Western,tshirts,Women,,699,60,6000.0%,"XS, S, M, L, XL",4.3,977,,,,,,,,
https://www.myntra.com/trunk/jockey/jockey-international-collection-men-blue-solid-trunks-ic28/11036420/buy,11036420,Jockey,Inner Wear &  Sleep Wear,trunk,Men,,599,,,"S, M, L",4.6,976,,,,,,,,
https://www.myntra.com/trunk/jockey/jockey-men-pack-of-2-navy-blue-solid-trunks/11638588/buy,11638588,Jockey,Inner Wear &  Sleep Wear,trunk,Men,,1198,,,"S, M, L",4.6,976,,,,,,,,
https://www.myntra.com/tshirts/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-men-black-printed-rapid-dry-basketball-tank-tshirt/11640010/buy,11640010,HRX by Hrithik Roshan,Sports Wear,tshirts,Men,659,1099,40,4000.0%,"S, M, L, XL, XXL",4.3,976,,,,,,,,
https://www.myntra.com/tshirts/roadster/roadster-men-navy-blue-solid-polo-collar-pure-cotton-t-shirt/2303687/buy,2303687,Roadster,Topwear,tshirts,Men,714,1299,45,4500.0%,"XS, S, M, L, XL, XXL, 3XL, 4XL",4.2,976,,,,,,,,
https://www.myntra.com/shirts/herenow/herenow-men-white--green-slim-fit-striped-casual-shirt/10316399/buy,10316399,HERE&NOW,Topwear,shirts,Men,699,1999,65,6500.0%,"38, 40, 42, 44, 46",4.2,976,,,,,,,,
https://www.myntra.com/tshirts/mast--harbour/mast--harbour-men-navy-blue--mustard-yellow-printed-round-neck-t-shirt/12116006/buy,12116006,Mast & Harbour,Topwear,tshirts,Men,494,899,45,4500.0%,"S, M, L, XL",4.3,976,,,,,,,,
https://www.myntra.com/kurtis/anouk/anouk-women-navy-blue--maroon-printed-kurti/6613296/buy,6613296,Anouk,Indian Wear,kurtis,Women,494,899,45,4500.0%,"XS, S, M, L, XL, XXL",3.6,976,,,,,,,,
https://www.myntra.com/skirts/roadster/roadster-blue-washed-denim-straight-skirt/11489602/buy,11489602,Roadster,Western,skirts,Women,,1299,55,5500.0%,"26, 28, 30, 32, 34, 36",4.2,976,,,,,,,,
https://www.myntra.com/tops/dressberry/dressberry-rust-orange-self-design-top/10162419/buy,10162419,DressBerry,Western,tops,Women,,1299,45,4500.0%,"XS, S, M, L, XL",4.2,976,,,,,,,,
https://www.myntra.com/dresses/sassafras/sassafras-grey--peach-coloured-floral-printed-accordian-pleat-fit--flare-dress/11364360/buy,11364360,SASSAFRAS,Western,dresses,Women,,2499,50,5000.0%,"XS, S, M, L, XL, XXL",4.4,976,,,,,,,,
https://www.myntra.com/kurtas/herenow/herenow-women-charcoal-grey--golden-ethnic-motif-print-straight-kurta/12524810/buy,12524810,HERE&NOW,Plus Size,kurtas,Women,519,1299,60,6000.0%,"XS, S, M, L, XL, XXL, 3XL",4.3,975,,,,,,,,
https://www.myntra.com/kurtas/jaipur-kurti/jaipur-kurti-women-grey--black-checked-straight-kurta/10317827/buy,10317827,Jaipur Kurti,Plus Size,kurtas,Women,717,1749,59,5900.0%,"XS, S, M, L, XL, XXL",4.1,975,,,,,,,,
https://www.myntra.com/tshirts/roadster/-roadster-women-pack-of-2-cotton-t-shirts/17382690/buy,17382690,Roadster,Western,tshirts,Women,,1598,50,5000.0%,"XS, S, M, L, XL",4.3,975,,,,,,,,
https://www.myntra.com/dresses/tokyo-talkies/tokyo-talkies-women-yellow-printed-maxi-dress/6625378/buy,6625378,Tokyo Talkies,Western,dresses,Women,,2449,57,5700.0%,"S, M, L, XL",4.2,975,,,,,,,,
https://www.myntra.com/jeans/moda-rapido/moda-rapido-men-black-skinny-fit-mid-rise-slash-knee-stretchable-jeans/2344421/buy,2344421,Moda Rapido,Bottom Wear,jeans,Men,799,1999,60,6000.0%,"28, 30, 32, 34, 36",3.8,974,,,,,,,,
https://www.myntra.com/tshirts/wrogn/wrogn-men-off-white--navy-striped-polo-pure-cotton-t-shirt/2478316/buy,2478316,WROGN,Topwear,tshirts,Men,749,1499,50,5000.0%,"S, M, L, XL, XXL",4.1,974,,,,,,,,
https://www.myntra.com/kurtas/anubhutee/anubhutee-women-pink--orange-screen-print-a-line-kurta/11535126/buy,11535126,Anubhutee,Indian Wear,kurtas,Women,539,1799,70,7000.0%,"S, M, L, XL, XXL",4.1,974,,,,,,,,
https://www.myntra.com/bra/dressberry/dressberry-pink-solid-non-wired-non-padded-everyday-bra-db-soft-bra-007c/10939758/buy,10939758,DressBerry,Lingerie & Sleep Wear,bra,Women,194,649,70,7000.0%,"32B, 32C, 34B, 34C, 34D, 36B, 36C, 36D, 38B, 38C",4.1,974,,,,,,,,
https://www.myntra.com/tshirts/mast--harbour/mast--harbour-women-off-white-printed-round-neck-t-shirt/7140521/buy,7140521,Mast & Harbour,Western,tshirts,Women,,799,55,5500.0%,"XS, S, M, L, XL",4.2,974,,,,,,,,
https://www.myntra.com/jeans/dressberry/dressberry-women-blue-skinny-fit-mid-rise-clean-look-stretchable-jeans/10365147/buy,10365147,DressBerry,Western,jeans,Women,,1899,,,"26, 28, 30, 32, 34, 36",4.1,974,,,,,,,,
https://www.myntra.com/kurtas/yuris/yuris-women-pink--white-printed-straight-kurta/10054351/buy,10054351,Yuris,Indian Wear,kurtas,Women,659,1199,45,4500.0%,"S, M, L, XL, XXL, 3XL",4.2,973,,,,,,,,
https://www.myntra.com/kurtas/anouk/anouk-women-blue--white-printed-indigo-straight-kurta/10960692/buy,10960692,Anouk,Indian Wear,kurtas,Women,674,1499,55,5500.0%,"XS, S, M, L, XL, XXL, 3XL, 4XL",3.8,973,,,,,,,,
https://www.myntra.com/kurta-sets/anubhutee/anubhutee-women-pink--white-pure-cotton-bandhani-print-kurta-with-trousers/13581338/buy,13581338,Anubhutee,Indian Wear,kurta-sets,Women,849,2499,66,6600.0%,"S, M, L, XL, XXL",4.1,973,,,,,,,,
https://www.myntra.com/night-suits/claura/claura-women-yellow--white-printed-night-suit-cot-108-yellow-lt/7487820/buy,7487820,Claura,Lingerie & Sleep Wear,night-suits,Women,991,1599,38,3800.0%,"S, M, L, XL",4.3,973,,,,,,,,
https://www.myntra.com/briefs/softrose/softrose-women-pack-of-3-boyshorts-sh7004bws/782799/buy,782799,Softrose,Lingerie & Sleep Wear,briefs,Women,485,607,20,2000.0%,"S, M, L, XL, XXL",3.8,973,,,,,,,,
https://www.myntra.com/tights/neu-look-fashion/neu-look-fashion-women-black--pink-colourblocked-gym-tights/14225120/buy,14225120,NEU LOOK FASHION,Sports Wear,tights,Women,539,1499,64,6400.0%,"S, M, L, XL, XXL",4,973,,,,,,,,
https://www.myntra.com/tights/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-women-blue-printed-rapid-dry-seamless-running-tights/8475747/buy,8475747,HRX by Hrithik Roshan,Sports Wear,tights,Women,764,1699,55,5500.0%,"XS, S, M, L, XL, XXL",4,973,,,,,,,,
https://www.myntra.com/tshirts/campus-sutra/campus-sutra-men-charcoal-grey-striped-mandarin-collar-t-shirt/10891012/buy,10891012,Campus Sutra,Sports Wear,tshirts,Men,515,1199,57,5700.0%,"S, M, L, XL",4,972,,,,,,,,
https://www.myntra.com/jackets/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-men-black--grey-camouflage-printed-running-bomber-jacket/4453300/buy,4453300,HRX by Hrithik Roshan,Sports Wear,jackets,Men,1329,3799,65,6500.0%,"S, M, L, XL, XXL",4.3,972,,,,,,,,
https://www.myntra.com/kurtas/varanga/varanga-women-yellow--peach-coloured-floral-screen-printed-gotta-patti-straight-kurta/15241816/buy,15241816,Varanga,Indian Wear,kurtas,Women,979,2799,65,6500.0%,"S, M, L, XL, XXL",4.1,972,,,,,,,,
https://www.myntra.com/trousers/street-9/street-9-women-rose-cropped-cargos/12277596/buy,12277596,STREET 9,Western,trousers,Women,,1799,50,5000.0%,"26, 28, 30, 32, 34",4.3,972,,,,,,,,
https://www.myntra.com/shirts/kook-n-keech/kook-n-keech-women-black-regular-fit-printed-casual-shirt/2371017/buy,2371017,Kook N Keech,Western,shirts,Women,,1799,60,6000.0%,"XS, S, M, L, XL",4.4,972,,,,,,,,
https://www.myntra.com/jeans/roadster/roadster-women-blue-flared-high-rise-clean-look-stretchable-jeans/11542062/buy,11542062,Roadster,Western,jeans,Women,,2999,55,5500.0%,"26, 28, 30, 32, 34, 36",4.3,972,,,,,,,,
https://www.myntra.com/tshirts/roadster/roadster-women-black-geo-printed-round-neck-t-shirt/8353077/buy,8353077,Roadster,Western,tshirts,Women,,799,50,5000.0%,"XS, S, M, L, XL",4.3,972,,,,,,,,
https://www.myntra.com/tshirts/roadster/roadster-women-olive-green-solid-round-neck-t-shirt/1753425/buy,1753425,Roadster,Western,tshirts,Women,,799,50,5000.0%,"XS, S, M, L, XL",4,972,,,,,,,,
https://www.myntra.com/tshirts/herenow/herenow-men-white-solid-round-neck-t-shirt/12816474/buy,12816474,HERE&NOW,Topwear,tshirts,Men,239,599,60,6000.0%,"S, M, L, XL",3.8,971,,,,,,,,
https://www.myntra.com/tshirts/herenow/herenow-men-red--black-cotton-printed-detail-round-neck-t-shirt/12817380/buy,12817380,HERE&NOW,Topwear,tshirts,Men,329,599,45,4500.0%,"S, M, L, XL",4.3,971,,,,,,,,
https://www.myntra.com/tops/sangria/sangria-navy-blue-tie-dye-blouson-top/8860565/buy,8860565,Sangria,Indian Wear,tops,Women,849,1699,50,5000.0%,"XS, S, M, L, XL, XXL, 3XL",4.3,971,,,,,,,,
https://www.myntra.com/tshirts/roadster/roadster-women-pack-of-2-solid-t-shirts/17381456/buy,17381456,Roadster,Western,tshirts,Women,,1198,50,5000.0%,"XS, S, M, L, XL",4.3,971,,,,,,,,
https://www.myntra.com/tshirts/roadster/roadster-women-black--maroon-pack-of-2-typography-print-round-neck-regular-fit-t-shirts/17383018/buy,17383018,Roadster,Western,tshirts,Women,,1498,50,5000.0%,"M, S, XS, XL, L",4.3,971,,,,,,,,
https://www.myntra.com/tops/roadster/the-roadster-lifestyle-co-black-top-with-side-stripes/10856446/buy,10856446,Roadster,Western,tops,Women,,1499,60,6000.0%,"XS, S, M, L, XL",4,971,,,,,,,,
https://www.myntra.com/kurtas/anouk/anouk-women-blue--pink-floral-print-a-line-kurta/2472860/buy,2472860,Anouk,Indian Wear,kurtas,Women,809,1799,55,5500.0%,"XS, S, M, L, XL, XXL",3.7,970,,,,,,,,
https://www.myntra.com/dresses/sangria/sangria-white--black-chevron-print-pure-cotton-a-line-dress/13249520/buy,13249520,Sangria,Plus Size,dresses,Women,519,1299,60,6000.0%,"XS, S, M, L, XL, XXL, 3XL",4,970,,,,,,,,
https://www.myntra.com/trousers/roadster/roadster-men-khaki-slim-fit-solid-chinos/2167359/buy,2167359,Roadster,Bottom Wear,trousers,Men,899,1999,55,5500.0%,"28, 30, 32, 34, 36",4.2,969,,,,,,,,
https://www.myntra.com/tshirts/wrogn/wrogn-men-maroon-printed-t-shirt/2338881/buy,2338881,WROGN,Topwear,tshirts,Men,399,799,50,5000.0%,"S, M, L, XL, XXL",4.3,969,,,,,,,,
https://www.myntra.com/tshirts/wrogn/wrogn-men-burgundy-solid-slim-fit-round-neck-pure-cotton-t-shirt/10188591/buy,10188591,WROGN,Topwear,tshirts,Men,449,899,50,5000.0%,"S, M, L, XL, XXL",4.3,969,,,,,,,,
https://www.myntra.com/dresses/sera/sera-women-burgundy--pink-printed-tailored-dress/1829161/buy,1829161,Sera,Western,dresses,Women,,1299,50,5000.0%,"S, M, L, XL",3.7,969,,,,,,,,
https://www.myntra.com/tshirts/wrogn/wrogn-men-black--white-placement-printed-round-neck-t-shirt/11363214/buy,11363214,WROGN,Topwear,tshirts,Men,384,699,45,4500.0%,"S, M, L, XL, XXL",4.5,968,,,,,,,,
https://www.myntra.com/shapewear/zivame/zivame-beige-mermaid-saree-shapewear-zi3022core0nude/7340681/buy,7340681,Zivame,Lingerie & Sleep Wear,shapewear,Women,893,1295,31,3100.0%,"S, M, L, XL, XXL",4.2,968,,,,,,,,
https://www.myntra.com/bath-robe/elevanto/elevanto-women-navy-blue-solid-bath-robe/11938894/buy,11938894,ELEVANTO,Lingerie & Sleep Wear,bath-robe,Women,489,999,51,5100.0%,Onesize,4.1,968,,,,,,,,
https://www.myntra.com/track-pants/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-women-navy-solid-joggers/2332166/buy,2332166,HRX by Hrithik Roshan,Sports Wear,track-pants,Women,899,1499,40,4000.0%,"XS, S, M, L, XL, XXL",4.3,968,,,,,,,,
https://www.myntra.com/dresses/anouk/anouk-women-navy-blue--beige-printed-fit-and-flare-dress-with-pleated-detail/11199262/buy,11199262,Anouk,Western,dresses,Women,,1699,55,5500.0%,"XS, S, M, L, XL, XXL",4.3,968,,,,,,,,
https://www.myntra.com/dresses/vishudh/vishudh-women-grey--mustard-yellow-printed-a-line-dress/11544142/buy,11544142,Vishudh,Western,dresses,Women,,2299,63,6300.0%,"S, M, L, XL, XXL",4.3,968,,,,,,,,
https://www.myntra.com/jeans/roadster/roadster-men-blue-skinny-fit-mid-rise-mildly-distressed-stretchable-jeans/8788237/buy,8788237,Roadster,Bottom Wear,jeans,Men,1349,2699,50,5000.0%,"28, 30, 32, 34, 36, 38, 40",3.6,967,,,,,,,,
https://www.myntra.com/socks/peter-england/peter-england-men-set-of-3-calf-length-assorted-socks/7224693/buy,7224693,Peter England,Inner Wear &  Sleep Wear,socks,Men,,399,,,Onesize,4.5,967,,,,,,,,
https://www.myntra.com/shirts/wrogn/wrogn-men-navy-slim-fit-printed-casual-shirt/1729348/buy,1729348,WROGN,Topwear,shirts,Men,1099,2199,50,5000.0%,"39, 40, 42, 44, 46",4.1,967,,,,,,,,
https://www.myntra.com/kurta-sets/anubhutee/anubhutee-women-green--beige-embroidered-kurta-with-palazzos/11531248/buy,11531248,Anubhutee,Indian Wear,kurta-sets,Women,883,2599,66,6600.0%,"S, M, L, XL, XXL",4.3,967,,,,,,,,
https://www.myntra.com/jeans/dressberry/dressberry-women-blue-skinny-fit-mid-rise-clean-look-stretchable-cropped-jeans/11293698/buy,11293698,DressBerry,Western,jeans,Women,,1699,60,6000.0%,"26, 28, 30, 32, 34, 36",3.9,967,,,,,,,,
https://www.myntra.com/sweatshirts/hm/hm-men-grey-relaxed-fit-sweatshirt/16324984/buy,16324984,H&M,Topwear,sweatshirts,Men,,799,,,"XS, S, M, L, XL, XXL",4.3,966,,,,,,,,
https://www.myntra.com/tights/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-women-navy-blue-yoga-seamless-solid-tights/10106159/buy,10106159,HRX by Hrithik Roshan,Sports Wear,tights,Women,,1799,,,"XS, S, M, L, XL, XXL",4.2,966,,,,,,,,
https://www.myntra.com/tops/harpa/harpa-pink-printed-peplum-top/13532760/buy,13532760,Harpa,Western,tops,Women,,1399,50,5000.0%,"XS, S, M, L",3.9,966,,,,,,,,
https://www.myntra.com/tshirts/roadster/roadster-women-navy-blue--maroon-pack-of-2-printed-round-neck-regular-fit-t-shirts/17383440/buy,17383440,Roadster,Western,tshirts,Women,,1598,50,5000.0%,"L, M, S, XS, XL",4.3,966,,,,,,,,
https://www.myntra.com/dresses/antheaa/antheaa-magenta-tiered-maxi-dress/12974208/buy,12974208,Antheaa,Western,dresses,Women,,2799,50,5000.0%,"XS, S, M, L, XL, XXL",4.2,966,,,,,,,,
https://www.myntra.com/tshirts/roadster/roadster-women-off-white-solid-round-neck-pure-cotton-t-shirt-with-piping-detail/11296016/buy,11296016,Roadster,Western,tshirts,Women,,799,55,5500.0%,"XS, S, M, L, XL",4,966,,,,,,,,
https://www.myntra.com/tshirts/wrogn/wrogn-men-teal-blue-slim-fit-cotton-pure-cotton-t-shirt/9768169/buy,9768169,WROGN,Topwear,tshirts,Men,649,1299,50,5000.0%,"S, M, L, XL, XXL",3.8,965,,,,,,,,
https://www.myntra.com/bra/dressberry/dressberry-peach-coloured-workout-bra-medium-coverage/13983654/buy,13983654,DressBerry,Lingerie & Sleep Wear,bra,Women,164,549,70,7000.0%,"S, M, L, XL",4.4,965,,,,,,,,
https://www.myntra.com/bra/zivame/zivame-white-self-design-non-wired-non-padded-everyday-bra-zi0zpctb03awhte/5678795/buy,5678795,Zivame,Lingerie & Sleep Wear,bra,Women,396,695,43,4300.0%,"32B, 32C, 32D, 34B, 34C, 34D, 36B, 36C, 36D, 38B, 38C",4.1,965,,,,,,,,
https://www.myntra.com/skirts/kassually/kassually-black-front-bow-pencil-skirt/12670196/buy,12670196,KASSUALLY,Western,skirts,Women,,1199,57,5700.0%,"26, 28, 30, 32, 34",4.3,965,,,,,,,,
https://www.myntra.com/tshirts/roadster/-roadster-women-pack-of-2-cotton-t-shirts/17382832/buy,17382832,Roadster,Western,tshirts,Women,,1598,50,5000.0%,"L, M, S, XS, XL",4.2,965,,,,,,,,
https://www.myntra.com/dresses/athena/athena-nude-coloured-sheath-dress/12956584/buy,12956584,Athena,Western,dresses,Women,,1999,55,5500.0%,"XS, S, M, L, XL, XXL",4.3,965,,,,,,,,
https://www.myntra.com/lounge-pants/hubberholme/hubberholme-men-solid-charcoal-grey-solid-lounge-pants/8613927/buy,8613927,Hubberholme,Inner Wear &  Sleep Wear,lounge-pants,Men,489,999,51,5100.0%,"S, M, L, XL",4,964,,,,,,,,
https://www.myntra.com/kurtas/anouk/anouk-women-green--gold-toned-floral-printed-straight-kurta/10416940/buy,10416940,Anouk,Indian Wear,kurtas,Women,879,2199,60,6000.0%,"XS, S, M, L, XL, XXL",4.2,964,,,,,,,,
https://www.myntra.com/bra/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-seamless-black--grey-lightly-padded-rapid-dry-sports-bra-3376/8475729/buy,8475729,HRX by Hrithik Roshan,Lingerie & Sleep Wear,bra,Women,,1499,,,"S, M, L, XL",3.9,964,,,,,,,,
https://www.myntra.com/tshirts/roadster/the-roadster-lifestyle-co-women-mustard-yellow-solid-round-neck-t-shirt/9697407/buy,9697407,Roadster,Western,tshirts,Women,,599,55,5500.0%,"XS, S, M, L, XL",4.3,964,,,,,,,,
https://www.myntra.com/tshirts/roadster/the-roadster-lifestyle-co-women-black-solid-round-neck-pure-cotton-t-shirt-with-printed-detailing/10968574/buy,10968574,Roadster,Western,tshirts,Women,,999,500,50000.0%,"XS, S, M, L, XL",4.2,964,,,,,,,,
https://www.myntra.com/trousers/highlander/highlander-men-olive-green-slim-fit-solid-joggers/5125964/buy,5125964,HIGHLANDER,Bottom Wear,trousers,Men,643,1649,61,6100.0%,"30, 32, 34, 36",4.2,963,,,,,,,,
https://www.myntra.com/palazzos/clora-creation/clora-creation-women-white-embroidered-straight-palazzos/9791977/buy,9791977,Clora Creation,Indian Wear,palazzos,Women,729,999,27,2700.0%,"28, 30, 32, 34, 36, 38, 40",4.1,963,,,,,,,,
https://www.myntra.com/jeans/ether/ether-women-ice-blue-wide-leg-high-rise-denim-with-light-fade/2325411/buy,2325411,ether,Western,jeans,Women,,1899,55,5500.0%,"26, 28, 30, 32, 34, 36",3.6,963,,,,,,,,
https://www.myntra.com/trousers/sassafras/sassafras-women-charcoal-grey-chambray-pure-cotton-joggers-with-contrast-belt/12222138/buy,12222138,SASSAFRAS,Western,trousers,Women,,1999,61,6100.0%,"26, 28, 30, 32, 34, 36",3.9,963,,,,,,,,
https://www.myntra.com/kurtas/mokshi/mokshi-women-pink--blue-printed-cotton-anarkali-kurta/13452040/buy,13452040,mokshi,Indian Wear,kurtas,Women,824,2499,67,6700.0%,"S, M, L, XL, XXL",3.7,962,,,,,,,,
https://www.myntra.com/sarees/saree-mall/saree-mall-mauve--red-organza-block-print-saree/13901198/buy,13901198,Saree mall,Indian Wear,sarees,Women,1294,3699,65,6500.0%,Onesize,4.2,962,,,,,,,,
https://www.myntra.com/bra/dressberry/dressberry-black-solid-non-wired-non-padded-everyday-bra-db-wond-bra-006b/10939766/buy,10939766,DressBerry,Lingerie & Sleep Wear,bra,Women,244,699,65,6500.0%,"32B, 32C, 34B, 34C, 34D, 36B, 36C, 36D, 38B, 38C, 38D",4.2,962,,,,,,,,
https://www.myntra.com/stockings/lebami/lebami-women-black-solid-stockings/7739835/buy,7739835,Lebami,Lingerie & Sleep Wear,stockings,Women,447,699,36,3600.0%,Onesize,4.2,962,,,,,,,,
https://www.myntra.com/tops/her-by-invictus/her-by-invictus-mauve-top-with-pleated-detail/10374655/buy,10374655,her by invictus,Western,tops,Women,,1299,30,3000.0%,"S, M, L, XL, XXL",4.1,962,,,,,,,,
https://www.myntra.com/dresses/mish/mish-purple-v-neck-maxi-dress/11425620/buy,11425620,MISH,Western,dresses,Women,,2999,40,4000.0%,"XS, S, M, L, XL, XXL",4.3,962,,,,,,,,
https://www.myntra.com/jeans/herenow/herenow-men-blue-slim-fit-mid-rise-cropped-clean-look-stretchable-jeans/2133029/buy,2133029,HERE&NOW,Bottom Wear,jeans,Men,1034,2299,55,5500.0%,"28, 30, 32, 34, 36",3.7,961,,,,,,,,
https://www.myntra.com/lounge-pants/vimal/vimal-men-pack-of-2-solid-cotton-lounge-pants/13676446/buy,13676446,VIMAL,Inner Wear &  Sleep Wear,lounge-pants,Men,988,1798,45,4500.0%,"S, M, L, XL, XXL",4.1,961,,,,,,,,
https://www.myntra.com/tshirts/wrogn/wrogn-men-olive-green-henley-neck-slim-fit-cotton-pure-cotton-t-shirt/6833068/buy,6833068,WROGN,Topwear,tshirts,Men,959,1599,40,4000.0%,"S, M, L, XL, XXL",4.1,961,,,,,,,,
https://www.myntra.com/tshirts/roadster/roadster-men-teal-blue-printed-round-neck-pure-cotton-t-shirt/10574802/buy,10574802,Roadster,Topwear,tshirts,Men,449,899,50,5000.0%,"XS, S, M, L, XL",4.1,961,,,,,,,,
https://www.myntra.com/night-suits/i-like-me/i-like-me-women-pink--white-printed-night-suit/13152598/buy,13152598,I like me,Lingerie & Sleep Wear,night-suits,Women,959,1599,40,4000.0%,"S, M, L, XL, XXL",4.5,961,,,,,,,,
https://www.myntra.com/shirts/marie-claire/marie-claire-navy-crepe-sheer-comfort-shirt/1382567/buy,1382567,Marie Claire,Western,shirts,Women,,1599,58,5800.0%,"XS, S, M, L, XL",4.2,961,,,,,,,,
https://www.myntra.com/tshirts/mast--harbour/mast--harbour-women-off-white-striped-round-neck-t-shirt/8325391/buy,8325391,Mast & Harbour,Western,tshirts,Women,,899,400,40000.0%,"XS, S, M, L, XL",4.3,961,,,,,,,,
https://www.myntra.com/jeggings/roadster/the-roadster-lifestyle-co-women-grey-washed-super-skinny-fit-mid-rise-clean-look-cropped-jeggings/10967486/buy,10967486,Roadster,Western,jeggings,Women,,1499,50,5000.0%,"26, 28, 30, 32, 34, 36",4.1,960,,,,,,,,
https://www.myntra.com/jeans/locomotive/locomotive-men-black-skinny-fit-mid-rise-clean-look-stretchable-jeans/9838337/buy,9838337,LOCOMOTIVE,Bottom Wear,jeans,Men,874,2499,65,6500.0%,"30, 32, 34, 36",3.7,959,,,,,,,,
https://www.myntra.com/jeans/roadster/the-roadster-lifestyle-co-men-navy-blue-super-skinny-fit-mid-rise-mildly-distressed-stretchable-jeans/10064539/buy,10064539,Roadster,Bottom Wear,jeans,Men,899,1999,55,5500.0%,"28, 30, 32, 34, 36",3.8,959,,,,,,,,
https://www.myntra.com/shirts/wrogn/wrogn-men-maroon--off-white-slim-fit-checked-casual-shirt/11361424/buy,11361424,WROGN,Topwear,shirts,Men,1319,2399,45,4500.0%,"39, 40, 42, 44, 46",4.3,959,,,,,,,,
https://www.myntra.com/kurtas/vishudh/vishudh-women-mustard-yellow-printed-a-line-kurta/11897388/buy,11897388,Vishudh,Indian Wear,kurtas,Women,649,3249,80,8000.0%,"S, M, L, XL, XXL",4.2,959,,,,,,,,
https://www.myntra.com/leggings/go-colors/go-colors-women-silver-toned-solid-skinny-fit-shimmer-ankle-length-leggings/4891840/buy,4891840,Go Colors,Indian Wear,leggings,Women,,699,,,"S, M, L, XL",4.5,959,,,,,,,,
https://www.myntra.com/tops/la-zoire/la-zoire-women-maroon-solid-top/8861985/buy,8861985,La Zoire,Western,tops,Women,,1499,60,6000.0%,"S, M, L, XL",4.4,959,,,,,,,,
https://www.myntra.com/jeans/wrogn/wrogn-navy-slim-fit-low-distressed-stretchable-jeans/1729302/buy,1729302,WROGN,Bottom Wear,jeans,Men,1649,2999,45,4500.0%,"28, 30, 32, 34, 36, 38",4.1,958,,,,,,,,
https://www.myntra.com/tshirts/kook-n-keech/kook-n-keech-men-white--black-striped-oversized-longline-pure-cotton-t-shirt/2095982/buy,2095982,Kook N Keech,Topwear,tshirts,Men,439,1099,60,6000.0%,"S, M, L, XL, XXL",3.7,958,,,,,,,,
